City_ID,City Name,Country,City ID,Latitude,Longitude,Max Temperature,Humidity,Cloudiness (%),Wind Speed
279,Durant,US,4535414,33.99,-96.37,100.4,31,1,8.05
280,Bandarbeyla,SO,64814,9.49,50.81,75.67,76,100,29.93
281,Banff,CA,5892532,51.18,-115.57,66.99,45,90,17.0
282,Coos Bay,US,5720495,43.37,-124.22,89.01,60,1,27.51
283,Port Montt,CL,3874960,-41.47,-72.94,39.2,93,75,3.36
284,Villamontes,BO,3901547,-21.25,-63.5,75.72,36,0,5.66
285,Namatanai,PG,2090021,-3.67,152.43,84.24,68,100,3.62
286,Dikson,RU,1507390,73.51,80.55,44.19,97,97,16.71
287,Hollola,FI,657530,61.05,25.43,59.0,92,38,4.56
288,Ojinaga,MX,3994469,29.57,-104.42,107.6,9,1,11.41
289,Manadhoo,MV,1337618,5.77,73.38,81.81,78,100,11.25
290,Bredasdorp,ZA,1015776,-34.53,20.04,59.0,58,0,16.11
291,Ola,RU,2122574,59.58,151.28,58.01,79,99,2.13
292,Gamba,GA,2400547,-2.65,10.0,73.27,84,100,7.16
293,Adrar,MR,2381972,20.5,-10.07,98.65,26,52,6.44
294,Sorong,ID,1626542,-0.88,131.25,77.79,87,98,8.1
295,Nynäshamn,SE,2687636,58.9,17.95,64.0,49,0,6.44
296,Lauchhammer,DE,2880221,51.5,13.8,66.99,83,100,6.55
297,Ahvāz,IR,144448,31.32,48.67,93.2,26,0,6.93
298,Dunedin,NZ,2191562,-45.87,170.5,46.0,68,0,17.0
299,Roald,NO,3141667,62.58,6.13,55.99,87,7,12.75
300,Beringovskiy,RU,2126710,63.05,179.32,56.95,66,49,12.01
301,Berlevåg,NO,780687,70.86,29.09,51.91,90,100,10.74
302,Half Moon Bay,US,5354943,37.46,-122.43,102.0,18,5,10.29
303,Egvekinot,RU,4031742,66.32,-179.17,55.9,64,100,9.71
304,Hualmay,PE,3939761,-11.1,-77.61,59.52,82,60,11.32
305,Cairns,AU,2172797,-16.92,145.77,75.99,69,34,6.93
306,Verkh-Usugli,RU,2013459,52.7,115.17,57.51,84,87,1.61
307,Evensk,RU,2125693,61.95,159.23,55.76,69,100,4.99
308,Svojat,BA,3211287,44.39,18.74,69.8,94,40,3.36
309,Inhambane,MZ,1045114,-23.86,35.38,63.5,76,0,8.28
310,Kloulklubed,PW,7671223,7.04,134.26,80.6,88,75,8.05
311,Walvis Bay,NA,3359638,-22.96,14.51,55.0,93,0,6.93
312,Al Bardīyah,LY,80509,31.76,25.09,77.79,76,0,14.52
313,Henties Bay,NA,3356832,-22.12,14.28,55.0,94,0,5.48
314,Sibi,PK,1164896,29.54,67.88,97.83,42,0,6.51
315,Lerwick,GB,2644605,60.15,-1.15,51.8,93,1,11.41
316,Lokosovo,RU,1500399,61.13,74.82,49.28,96,100,11.48
317,Ingham,US,4997130,42.6,-84.38,80.01,78,75,4.7
318,Manaure,CO,3675504,11.78,-72.44,84.02,70,100,18.9
319,Matagami,CA,6067747,49.75,-77.63,72.46,49,0,2.71
320,Santa Cruz de la Sierra,BO,3904906,-17.8,-63.17,77.0,73,40,12.75
321,Lumby,CA,6061958,50.25,-118.97,80.01,31,1,5.82
322,Muros,ES,3115824,42.78,-9.06,62.6,77,90,3.36
323,Port Blair,IN,1259385,11.67,92.75,82.38,79,100,16.8
324,Contamana,PE,3697838,-7.33,-75.02,81.97,66,30,2.66
325,Kiryat Gat,IL,293842,31.61,34.76,78.01,41,0,3.94
326,Thibodaux,US,4343429,29.8,-90.82,84.0,85,100,5.35
327,Wamba,NG,2319257,8.93,8.6,69.06,95,69,4.14
328,Maltahöhe,NA,3355624,-24.83,16.98,56.21,35,0,9.95
329,Nālūt,LY,2214432,30.33,10.85,78.69,29,0,11.54
330,Sulangan,PH,1685422,11.14,123.72,82.76,75,82,8.48
331,Mâncio Lima,BR,3663516,-7.61,-72.9,79.14,74,100,3.29
332,Bursa,TR,750268,40.17,29.08,59.0,87,0,5.66
333,Husavik,IS,2629833,66.04,-17.34,57.2,41,7,25.28
334,Castro,BR,3466704,-24.79,-50.01,62.56,83,37,5.41
335,Olafsvik,IS,3414079,64.89,-23.71,49.82,79,22,12.08
336,Santa Catalina,PH,1688363,9.33,122.86,81.9,75,47,1.72
337,Moba,CN,7341918,33.23,105.02,59.54,99,100,3.8
338,St. George's,GD,3579925,12.06,-61.75,82.4,78,20,9.17
339,Saravan,AM,174726,39.72,45.65,68.0,64,90,5.37
340,Newport,GB,2641598,51.59,-3.0,64.99,96,98,8.93
341,Luanda,AO,2240449,-8.84,13.23,71.6,88,75,4.7
342,Pyapon,MM,1299237,16.28,95.68,77.34,91,100,6.6
343,Mugur-Aksy,RU,1498283,50.35,90.5,49.19,75,100,2.68
344,Ust'-Omchug,RU,2120047,61.15,149.63,55.26,66,99,6.2
345,Santa Rosa,PH,1687894,14.31,121.11,78.8,88,83,1.97
346,Keelung,TW,1678228,25.13,121.74,84.2,79,75,1.12
347,Bindki,IN,1275572,26.03,80.6,82.29,84,100,4.36
348,Chapais,CA,5919850,49.78,-74.85,73.4,43,1,4.7
349,Klaksvík,FO,2618795,62.23,-6.59,53.6,100,70,5.82
350,Douglas,US,5067114,41.3,-96.17,82.99,78,1,8.05
351,Kruisfontein,ZA,986717,-34.0,24.73,45.63,91,0,3.78
352,Makakilo City,US,5850554,21.35,-158.09,89.6,43,75,6.93
353,Astoria,US,5711847,46.19,-123.83,80.01,60,1,17.22
354,Zyryanovsk,KZ,1516438,49.74,84.27,52.36,86,48,0.47
355,Kochki,RU,1503061,54.34,80.48,55.11,90,93,7.38
356,Grand Gaube,MU,934479,-20.01,57.66,64.99,78,8,4.0
357,Otacílio Costa,BR,3455750,-27.48,-50.12,60.84,98,99,6.15
358,Prainha,BR,3391287,-1.8,-53.48,84.47,54,41,4.14
359,Port Hedland,AU,2063042,-20.32,118.57,53.6,81,0,5.82
360,Kirakira,SB,2178753,-10.45,161.92,84.2,68,100,3.33
361,Sakakah,SA,102527,29.97,40.21,87.8,22,0,18.34
362,Daru,PG,2098329,-9.08,143.21,79.48,72,97,14.54
363,Ulaangom,MN,1515029,49.98,92.07,63.57,53,100,5.19
364,Darovskoy,RU,567047,58.77,47.96,44.98,81,76,8.66
365,Houston,US,4699066,29.76,-95.36,97.0,49,20,12.75
366,Xining,CN,1788852,36.62,101.77,56.17,69,54,1.99
367,Kahului,US,5847411,20.89,-156.47,89.6,52,40,25.28
368,Bar Harbor,US,4957320,44.39,-68.2,78.8,54,75,4.7
369,Masuguru,TZ,878054,-11.37,38.42,65.34,72,12,1.92
370,Christchurch,NZ,2192362,-43.53,172.63,50.0,81,0,2.24
371,Lebu,CL,3883457,-37.62,-73.65,46.47,68,67,8.81
372,Krasne,UA,704277,49.91,24.61,64.4,59,10,8.95
373,Bathsheba,BB,3374083,13.22,-59.52,80.6,78,20,5.82
374,Bondoukou,CI,2291136,8.03,-2.8,71.33,96,100,7.14
375,Skjervøy,NO,777682,70.03,20.97,54.57,82,100,13.56
376,Port Macquarie,AU,2152659,-31.43,152.92,69.01,99,51,1.99
377,Eydhafushi,MV,1337606,5.1,73.07,82.02,75,98,9.95
378,Menzel Kamel,TN,2469255,35.62,10.67,89.6,43,51,10.29
379,Ambovombe,MG,1079048,-25.17,46.08,64.36,79,43,8.88
380,Departamento de Maldonado,UY,3441890,-34.67,-54.92,57.0,82,75,6.93
381,Lázaro Cárdenas,MX,4026082,17.96,-102.2,84.31,78,100,10.22
382,Daud Khel,PK,1180419,32.88,71.57,92.61,52,45,5.41
383,Itabira,BR,3460960,-19.62,-43.23,73.4,53,6,5.82
384,Sousse,TN,2464915,35.83,10.64,89.6,38,66,10.29
385,Townsville,AU,2146142,-19.25,146.8,75.2,73,75,4.7
386,Pitimbu,BR,3391889,-7.47,-34.81,73.4,94,20,5.82
387,Pemba,MZ,1028918,-12.97,40.52,73.0,88,20,10.29
388,Subachoque,CO,3667760,4.93,-74.17,60.8,67,75,2.24
389,Zima,RU,2012484,53.92,102.04,58.64,91,64,4.5
390,Taoudenni,ML,2450173,22.68,-3.98,101.89,21,10,9.28
391,Saint Anthony,US,5044290,45.02,-93.22,82.99,65,1,16.11
392,Gritsovskiy,RU,558497,54.14,38.16,47.1,88,10,7.38
393,Khazar,RU,828062,42.0,48.33,72.81,67,100,8.5
394,Ambilobe,MG,1082243,-13.2,49.05,71.33,74,83,3.67
395,Abalak,RU,1512223,58.13,68.59,44.02,94,6,3.83
396,Daitari,IN,1273673,21.1,85.75,74.43,99,94,7.16
397,Goundam,ML,2456917,16.41,-3.67,90.99,36,70,20.11
398,Jinji,CN,1805515,23.23,110.83,79.39,84,3,2.42
399,Tilichiki,RU,2120591,60.47,166.1,53.56,81,100,13.4
400,Kaohsiung City,TW,1673820,22.62,120.31,78.8,88,75,2.24
401,Luganville,VU,2136150,-15.53,167.17,82.4,78,75,12.75
402,Puerto del Rosario,ES,2512186,28.5,-13.86,73.4,78,75,19.46
403,Bundaberg,AU,2173323,-24.85,152.35,69.8,83,45,12.75
404,Staryy Nadym,RU,1490918,65.61,72.68,46.06,77,100,11.61
405,Carutapera,BR,3402648,-1.2,-46.02,77.67,83,100,7.29
406,Cervo,ES,3125287,43.67,-7.41,64.0,89,87,4.52
407,Cobija,BO,3919998,-11.03,-68.77,86.29,43,38,2.42
408,Garoowe,SO,58933,8.41,48.48,74.05,67,100,23.89
409,Mahébourg,MU,934322,-20.41,57.7,69.8,73,40,4.7
410,Black Forest,US,5414069,39.01,-104.7,87.8,6,40,13.87
411,Belmonte,BR,3470137,-15.86,-38.88,73.4,78,20,9.17
412,Kościerzyna,PL,3095126,54.12,17.98,62.01,93,1,1.12
413,La Orilla,MX,4001056,17.98,-102.23,83.98,78,100,9.89
414,Inta,RU,1505579,66.03,60.17,36.16,90,0,1.21
415,Cockburn Town,TC,3576994,21.46,-71.14,86.0,70,40,14.99
416,Fuzhou,CN,1810821,26.06,119.31,84.2,83,75,6.71
417,Lac du Bonnet,CA,6014443,50.25,-96.06,62.01,100,100,5.01
418,Turukhansk,RU,1488903,65.82,87.98,60.06,83,65,14.67
419,Garden City,US,4993659,42.33,-83.33,81.0,51,75,6.93
420,Bengkulu,ID,1649150,-3.8,102.27,75.83,80,27,4.74
421,Mangai,CD,2313084,-4.05,19.53,78.19,56,89,2.48
422,Puerto Escondido,MX,3520994,15.85,-97.07,86.0,62,75,3.74
423,Viedma,AR,3832899,-40.81,-63.0,43.63,56,0,7.74
424,Maniitsoq,GL,3421982,65.42,-52.9,43.79,86,52,12.68
425,Kwinana,AU,2068079,-32.25,115.77,55.99,87,18,10.29
426,Hasaki,JP,2112802,35.73,140.83,87.01,79,75,2.24
427,Kirkwall,GB,2645198,58.98,-2.96,53.6,100,20,5.82
428,Los Llanos de Aridane,ES,2514651,28.66,-17.92,73.4,78,75,16.11
429,Malacacheta,BR,3458121,-17.84,-42.08,62.98,81,0,4.18
430,Markova,UA,701802,48.68,24.41,54.93,90,24,3.09
431,Dalvik,IS,2632287,65.97,-18.53,57.2,41,0,25.28
432,Lengshuitan,CN,1804162,26.41,111.6,82.15,70,58,8.12
433,Zhangye,CN,1785036,38.93,100.45,70.27,42,40,1.88
434,Cayenne,GF,3382160,4.93,-52.33,82.4,78,1,6.93
435,Port Lincoln,AU,2063036,-34.73,135.87,54.3,78,4,8.77
436,Makkah al Mukarramah,SA,104515,21.43,39.83,88.14,30,45,3.83
437,Tura,IN,1254046,25.52,90.22,74.82,97,100,6.58
438,Umluj,SA,100926,25.02,37.27,82.27,71,88,2.93
439,Khatanga,RU,2022572,71.97,102.5,54.99,50,23,16.8
440,Jumla,NP,1283285,29.27,82.18,59.92,70,95,1.63
441,São Miguel do Araguaia,BR,3448455,-13.28,-50.16,78.64,33,0,3.42
442,Damietta,EG,358048,31.42,31.81,78.8,83,0,9.17
443,Quesnel,CA,6115187,53.0,-122.5,60.8,87,90,2.24
444,Takhatpur,IN,1255212,22.15,81.87,78.67,86,99,5.17
445,Smithers,CA,6149996,54.78,-127.17,55.4,100,90,4.7
446,Kayerkan,RU,1497337,69.35,87.76,60.8,72,31,15.66
447,Owen Sound,CA,6095645,44.57,-80.94,80.01,55,0,6.78
448,Alugan,PH,1731248,12.22,125.48,81.5,77,89,3.31
449,Kristiansand,NO,3149318,58.15,8.0,63.0,93,10,3.36
450,Mbaïki,CF,2384770,3.87,17.99,71.62,94,100,3.38
451,Keetmanshoop,NA,3356264,-26.58,18.13,51.28,39,21,3.74
452,Bahawalnagar,PK,1332083,30.55,73.39,87.91,66,42,7.36
453,Hengshui,CN,1808392,37.73,115.7,68.72,95,100,11.41
454,Lagoa Nova,BR,3396662,-6.1,-36.48,66.47,79,13,17.63
455,Shenjiamen,CN,1795632,29.96,122.3,81.41,85,0,17.0
456,Shelburne,CA,6145890,44.08,-80.2,82.4,39,1,6.93
457,Jacareacanga,BR,3397763,-6.22,-57.75,81.1,38,6,1.05
458,Belaya Gora,RU,2126785,68.53,146.42,41.49,77,100,7.87
459,Rizómata,GR,734386,40.35,22.2,75.0,88,5,1.12
460,Havre-St-Pierre,CA,5972291,50.23,-63.6,62.6,67,1,6.93
461,Taltal,CL,3870243,-25.4,-70.48,54.75,66,10,6.31
462,Medicine Hat,CA,6071618,50.05,-110.67,77.0,22,75,13.87
463,Salme,NP,1283472,28.04,85.09,69.8,100,75,2.24
464,Lakhīmpur,IN,1265242,27.95,80.77,81.1,86,100,7.9
465,Nha Trang,VN,1572151,12.25,109.18,80.6,83,20,3.36
466,Pryazha,RU,504409,61.69,33.62,57.2,82,100,4.47
467,Iquitos,PE,3696183,-3.75,-73.25,78.8,88,75,3.36
468,Morococha,PE,3934586,-11.6,-76.14,38.41,67,54,2.91
469,Pacifica,US,5380420,37.61,-122.49,100.4,17,20,14.99
470,Grand Forks,US,5059429,47.93,-97.03,59.0,87,90,18.34
471,Delta del Tigre,UY,3442778,-34.76,-56.39,55.0,87,75,2.24
472,Ixtapa,MX,4004293,20.7,-105.2,89.6,66,75,5.82
473,Tuy Hoa,VN,1563281,13.08,109.3,78.66,84,100,9.98
474,Buncrana,IE,2654332,55.13,-7.45,58.37,95,26,2.95
475,Bubaque,GW,2374583,11.28,-15.83,79.81,84,43,13.0
476,Coudekerque-Branche,FR,3023356,51.02,2.39,68.0,88,17,2.24
477,Andijan,UZ,1514588,40.78,72.34,75.99,80,4,11.99
478,Tiksi,RU,2015306,71.69,128.87,40.21,83,100,10.87
479,Uyuni,BO,3901903,-20.46,-66.83,38.71,53,0,18.39
480,Miles City,US,5666176,46.41,-105.84,80.6,15,1,11.41
481,Lagoa,PT,3372964,39.05,-27.98,73.33,78,59,12.59
482,Brigantine,US,4500920,39.41,-74.36,78.8,57,1,8.05
483,Nea Artaki,GR,256626,38.52,23.63,71.01,55,0,1.99
484,Kimovsk,RU,548658,53.97,38.53,47.26,84,2,8.1
485,Morant Bay,JM,3489440,17.88,-76.41,87.8,58,20,20.8
486,Kuruman,ZA,986134,-27.45,23.43,50.54,37,10,7.76
487,Linfen,CN,1803567,36.09,111.52,69.96,79,98,8.37
488,Noumea,NC,2139521,-22.28,166.46,75.2,57,20,3.36
489,Seoul,KR,1835848,37.57,126.98,78.8,100,90,6.4
490,Touba,CI,2280376,8.28,-7.68,71.26,94,100,5.08
491,San Miguel de Cozumel,MX,3530103,20.51,-86.95,88.0,74,75,9.17
492,Turbat,PK,1163054,26.0,63.04,82.78,79,48,3.13
493,Magrath,CA,6064202,49.42,-112.87,77.0,22,75,8.05
494,Mackay,AU,2159220,-21.15,149.2,75.0,83,14,4.7
495,Wanlaweyn,SO,50672,2.62,44.89,75.25,78,72,18.86
496,Kitui,KE,191038,-1.37,38.01,60.26,80,91,7.43
497,Tsimmerbude,RU,485660,54.67,20.13,61.0,93,15,4.34
498,Katsuura,JP,2112309,35.13,140.3,87.01,77,1,3.0
499,Padang,ID,1633419,-0.95,100.35,78.33,70,96,4.83
500,Isangel,VU,2136825,-19.55,169.27,75.2,73,75,11.41
501,Laguna,US,5364271,38.42,-121.42,107.01,13,1,6.93
502,Kasama,ZM,912764,-10.21,31.18,49.26,75,28,3.27
503,Tuscaloosa,US,4094455,33.21,-87.57,75.2,94,90,2.98
504,Soe,ID,1626703,-9.86,124.28,72.07,62,0,3.29
505,Ulladulla,AU,2145554,-35.35,150.47,57.0,100,90,9.17
506,Maningrida,AU,2067089,-12.07,134.27,80.49,63,88,2.35
507,Korla,CN,1529376,41.76,86.15,75.0,83,0,1.01
508,Khandyga,RU,2022773,62.67,135.6,55.26,45,0,5.23
509,Yenagoa,NG,2318123,4.92,6.26,74.68,88,96,4.34
510,Gulu,UG,233346,2.77,32.3,64.2,93,100,0.92
511,Yichang,CN,1786764,30.71,111.28,81.0,72,93,1.1
512,Vikhorevka,RU,2013399,56.12,101.16,55.4,93,31,4.47
513,Salihorsk,BY,622428,52.79,27.54,52.54,88,19,3.8
514,Puerto Madero,MX,3520989,14.72,-92.42,87.8,70,75,5.82
515,Kailua,US,5847486,21.4,-157.74,82.4,65,20,11.41
516,Koluszki,PL,3095413,51.74,19.82,69.01,60,99,4.7
517,Preobrazheniye,RU,2017658,42.9,133.91,69.89,82,45,3.0
518,Khovd,MN,1516048,48.01,91.64,62.22,54,100,5.61
519,Jiwani,PK,1175712,25.05,61.74,82.36,81,68,5.28
520,Chernyshevskiy,RU,2025456,63.01,112.47,45.64,76,100,5.06
521,Saint-Louis,SN,2246451,16.33,-15.0,87.8,70,50,2.24
522,Chardara,KZ,1524889,41.25,67.97,70.21,36,0,6.73
523,Saint-Joseph,RE,6690296,-21.37,55.62,66.2,72,75,5.82
524,Khasan,RU,2039557,42.43,130.64,76.89,71,45,4.29
525,Bargi,IN,1276982,22.98,79.87,75.38,90,100,6.85
526,Novoorsk,RU,518418,51.38,58.98,55.4,93,75,2.91
527,Mogok,MM,1308937,22.92,96.5,66.07,100,100,3.4
528,Gilgit,PK,1178338,35.92,74.31,78.93,41,3,4.65
529,Sørland,NO,3137469,67.67,12.69,56.48,95,100,21.54
530,Seddon,AU,7281807,-37.81,144.89,54.0,93,0,5.82
531,Fernley,US,5504003,39.61,-119.25,96.01,15,77,1.99
532,Marzuq,YE,72181,14.4,46.47,83.61,39,97,4.72
533,Champerico,GT,3598787,14.3,-91.92,80.6,83,40,6.62
534,Amzya,RU,582222,56.24,54.39,53.92,95,100,5.64
535,Quila,MX,3991148,24.42,-107.22,89.01,70,90,6.93
536,Matipó,BR,3457454,-20.28,-42.34,63.1,82,21,2.98
537,Lusambo,CD,210379,-4.97,23.45,75.51,59,58,0.96
538,Kidal,ML,2455290,18.44,1.41,94.19,24,19,8.28
539,Qui Nhon,VN,1568574,13.77,109.23,79.75,80,100,5.99
540,Grand-Santi,GF,3381538,4.25,-54.38,74.41,93,26,3.65
541,Gaomi,CN,1810458,36.38,119.75,84.2,89,100,6.71
542,Chicama,PE,3698359,-7.84,-79.15,61.27,82,30,6.85
543,Nagornskiy,RU,558209,58.77,57.55,51.01,65,100,1.99
544,Tegul'det,RU,1489822,57.31,88.17,58.51,97,37,4.68
545,Paamiut,GL,3421193,61.99,-49.67,43.9,82,0,24.72
546,Buala,SB,2109528,-8.14,159.59,84.74,67,56,4.09
547,Fort Saint James,CA,5881688,54.43,-124.25,54.07,91,100,2.26
548,Lata,PT,2738381,40.16,-8.33,64.99,94,2,1.34
549,Pathein,MM,1328421,16.78,94.73,77.34,94,100,5.01
550,Camacha,PT,2270385,33.08,-16.33,71.6,78,20,10.29
551,Zhuhai,CN,1790437,22.28,113.57,84.2,79,20,5.82
552,Jiblah,YE,74185,13.92,44.15,67.89,70,95,3.36
553,Fort Portal,UG,233476,0.66,30.27,60.28,95,67,1.12
554,Moranbah,AU,6533368,-22.0,148.05,72.7,50,41,11.18
555,Clyde River,CA,5924351,70.47,-68.59,42.8,93,90,16.11
556,Talcahuano,CL,3870282,-36.72,-73.12,48.2,70,40,8.05
557,Fort Nelson,CA,5955902,58.81,-122.7,66.2,55,75,8.05
558,Chipata,ZM,918702,-13.63,32.65,57.27,65,7,8.12
